user_id,age,gender,occupation_status,education_level,income_level,relationship_status,living_situation,country_region,ai_chatbot_platform,primary_use_case,daily_ai_chat_hours,human_social_interaction_hours,social_media_hours_daily,screen_time_total_hours,number_of_close_friends,loneliness_score,emotional_attachment_score,real_relationship_satisfaction,prefers_ai_over_humans,sleep_hours,sleep_quality_score,exercise_hours_weekly,anxiety_score,depression_score,stress_score,self_esteem_score,academic_or_work_performance_change,therapy_attendance,dependency_risk_label
U0503,40,Male,Student,Undergraduate,Lower-Middle,Married,With Partner,Europe,Other/Multiple,Companionship,0.0,4.62,1.43,1.51,5,4.6,2.7,8.1,No,9.4,8.4,2.5,2.9,5.2,4.3,6.4,Same,No,Low
U0504,17,Female,Unemployed,High School,Upper-Middle,Married,Alone,Europe,Other/Multiple,Companionship,1.48,3.68,2.36,4.81,2,4.3,5.5,4.4,No,7.8,3.6,3.7,5.0,5.7,5.4,4.9,Same,No,High
U0505,32,Female,Employed Full-Time,Postgraduate,Lower-Middle,In a Relationship,With Family,North America,ChatGPT,Productivity/Work,2.81,5.22,1.31,6.26,3,6.1,4.6,6.6,Yes,8.6,5.3,5.3,2.6,5.5,6.4,5.0,Same,No,Moderate
U0506,39,Male,Employed Full-Time,High School,Lower-Middle,Single,Alone,Europe,ChatGPT,Learning,0.0,4.86,1.18,4.59,6,3.2,1.5,9.9,No,8.4,9.9,6.5,1.0,2.3,2.1,8.7,Improved,No,Low
U0507,38,Female,Student,Undergraduate,Upper-Middle,In a Relationship,With Family,Asia,Replika,Companionship,1.38,3.41,1.37,5.74,5,6.1,5.4,5.4,No,9.0,8.3,4.7,1.1,1.5,3.2,5.3,Improved,No,Moderate
U0508,27,Female,Unemployed,Graduate,Lower-Middle,In a Relationship,With Roommates,Africa,Character.AI,Productivity/Work,0.31,5.39,1.06,4.87,7,1.6,1.0,8.2,No,6.9,7.8,2.8,3.6,2.5,3.4,8.8,Improved,No,Low
U0509,42,Female,Employed Part-Time,Graduate,Lower-Middle,In a Relationship,With Roommates,North America,ChatGPT,Companionship,0.0,4.41,3.22,5.43,5,2.8,1.0,9.4,No,7.3,6.4,6.4,4.3,1.3,4.9,6.3,Improved,No,Low
U0510,40,Male,Student,Undergraduate,Lower-Middle,In a Relationship,With Family,Europe,Replika,Productivity/Work,0.0,2.26,1.73,3.52,3,3.9,3.2,8.2,No,6.8,7.8,7.5,3.1,2.0,6.4,7.6,Same,No,Low
U0511,21,Male,Employed Full-Time,Undergraduate,Lower-Middle,In a Relationship,Alone,Asia,ChatGPT,Therapy-Substitute,2.48,2.08,3.7,9.03,3,7.2,6.0,4.8,No,6.1,5.5,5.4,6.2,5.4,6.8,4.5,Declined,No,Moderate
U0512,39,Female,Employed Full-Time,Undergraduate,Upper-Middle,Single,With Roommates,Asia,Claude,Learning,1.85,4.38,1.93,4.88,5,3.4,2.7,7.7,No,7.5,6.4,2.8,1.9,2.9,3.2,7.5,Same,No,Low
U0513,18,Male,Student,Undergraduate,Low,In a Relationship,With Partner,North America,ChatGPT,Productivity/Work,1.27,3.8,1.37,3.66,4,4.6,4.4,6.7,No,7.0,3.7,3.6,2.6,2.5,5.4,5.0,Same,No,Moderate
U0514,27,Female,Employed Full-Time,High School,High,Single,Alone,South America,ChatGPT,Entertainment,1.63,4.01,0.72,3.2,3,5.4,3.2,4.4,Yes,7.3,7.1,3.5,4.7,4.5,5.0,6.1,Same,No,Moderate
U0515,34,Female,Employed Full-Time,Undergraduate,Upper-Middle,Married,With Partner,North America,ChatGPT,Productivity/Work,0.0,6.86,2.21,5.3,6,2.9,1.9,8.2,No,9.1,7.2,4.3,3.4,2.1,3.5,8.0,Same,No,Low
U0516,15,Non-binary,Student,Undergraduate,Upper-Middle,Single,Alone,Africa,Other/Multiple,Companionship,0.51,4.17,3.86,5.54,6,4.9,4.7,4.1,No,5.9,7.3,4.5,5.9,5.0,4.1,6.2,Same,No,Low
U0517,22,Female,Freelancer,Undergraduate,Lower-Middle,Single,With Family,North America,Replika,Productivity/Work,2.9,3.33,3.68,9.58,1,5.9,6.7,5.4,No,5.3,5.1,6.2,8.7,7.2,5.3,2.3,Same,No,Moderate
U0518,28,Prefer not to say,Unemployed,Graduate,Upper-Middle,Single,With Partner,North America,Claude,Therapy-Substitute,2.29,2.21,3.27,7.71,4,4.1,5.7,5.2,Yes,4.7,4.9,4.0,4.5,3.3,6.4,6.1,Same,No,Low
U0519,30,Male,Employed Full-Time,Postgraduate,Low,In a Relationship,Alone,Asia,Character.AI,Learning,2.66,3.37,2.14,7.9,5,7.8,4.4,4.8,No,5.9,6.0,2.7,6.7,6.7,7.0,5.4,Same,No,High
U0520,28,Female,Employed Full-Time,Undergraduate,Upper-Middle,Single,Alone,South America,ChatGPT,Entertainment,1.53,2.93,4.79,7.21,1,10.0,9.3,2.7,No,5.7,3.2,2.9,7.4,7.3,7.2,1.9,Declined,No,High
U0521,26,Male,Student,High School,Low,Single,Alone,Asia,ChatGPT,Companionship,1.7,2.15,3.94,7.01,5,8.1,4.9,5.1,No,6.1,3.9,1.5,5.4,4.7,7.2,4.0,Declined,No,Moderate
U0522,33,Female,Employed Full-Time,High School,High,In a Relationship,With Partner,Africa,Character.AI,Companionship,0.0,5.18,0.0,2.45,7,1.0,1.0,10.0,No,7.3,8.0,5.2,1.0,1.0,2.4,9.2,Improved,Yes,Low
U0523,37,Female,Employed Full-Time,Postgraduate,High,Single,With Partner,Africa,Character.AI,Companionship,1.6,4.19,3.32,6.49,2,6.9,5.0,6.4,No,6.9,6.0,5.2,4.9,3.2,4.1,2.7,Same,No,Low
U0524,29,Female,Student,Undergraduate,Lower-Middle,Married,Alone,Africa,Replika,Learning,0.61,4.13,0.12,1.0,3,2.8,2.4,8.9,No,7.1,9.5,5.0,3.1,1.2,3.5,8.0,Same,No,Low
U0525,42,Prefer not to say,Employed Full-Time,High School,Low,Married,With Family,North America,ChatGPT,Entertainment,4.71,1.91,5.03,10.37,2,9.6,9.4,2.4,Yes,4.9,3.3,5.0,10.0,5.6,9.9,2.0,Declined,Yes,High
U0526,16,Female,Employed Part-Time,Undergraduate,Upper-Middle,In a Relationship,Alone,Europe,Other/Multiple,Entertainment,2.26,4.1,2.33,5.47,4,5.2,6.2,3.0,No,6.9,7.9,3.9,5.6,4.9,5.2,5.6,Declined,No,Moderate
U0527,16,Male,Employed Full-Time,Undergraduate,Lower-Middle,Single,Alone,Europe,ChatGPT,Productivity/Work,1.86,6.69,0.68,3.49,7,5.2,6.3,8.9,No,6.9,9.3,2.8,5.4,1.0,3.2,5.9,Improved,No,Low
U0528,37,Male,Student,Undergraduate,Upper-Middle,In a Relationship,With Family,Asia,Other/Multiple,Productivity/Work,1.68,3.16,3.47,7.83,4,7.6,6.6,3.0,Yes,7.6,6.1,0.9,4.6,4.1,6.8,7.3,Declined,No,High
U0529,36,Female,Employed Part-Time,Undergraduate,Low,Single,With Roommates,Europe,ChatGPT,Productivity/Work,0.48,5.67,0.82,3.64,4,7.7,5.5,5.3,Yes,6.8,8.2,5.4,1.3,5.0,4.8,4.1,Improved,No,Low
U0530,33,Male,Student,High School,Low,In a Relationship,Alone,Asia,Character.AI,Companionship,0.43,3.93,1.12,3.72,7,1.0,1.8,8.8,No,7.9,10.0,4.5,1.0,2.2,2.8,8.7,Same,No,Low
U0531,39,Male,Student,Postgraduate,High,Single,With Family,North America,ChatGPT,Productivity/Work,2.97,3.2,2.23,9.21,3,8.8,7.2,4.3,Yes,6.6,6.4,1.3,5.2,4.4,6.4,5.8,Same,No,High
U0532,40,Male,Student,Undergraduate,Upper-Middle,Married,With Family,Asia,Character.AI,Companionship,0.38,4.11,0.75,4.3,4,4.7,3.5,5.2,No,5.5,5.0,3.7,1.9,3.9,3.4,5.4,Same,No,Low
U0533,44,Male,Student,Graduate,Upper-Middle,Single,With Family,Asia,Character.AI,Companionship,3.7,1.9,3.98,10.48,1,8.2,8.3,1.5,Yes,7.1,3.7,3.8,8.9,6.6,6.6,3.4,Declined,Yes,High
U0534,43,Male,Employed Part-Time,Graduate,Lower-Middle,In a Relationship,With Partner,North America,Character.AI,Learning,2.01,4.79,2.2,4.71,2,5.1,5.2,6.2,No,7.8,5.9,3.6,2.6,3.1,2.8,7.0,Declined,Yes,Moderate
U0535,36,Male,Employed Full-Time,Undergraduate,Upper-Middle,In a Relationship,With Family,North America,Character.AI,Entertainment,3.47,2.2,5.4,10.92,1,10.0,9.6,2.1,Yes,5.3,5.3,1.0,8.1,7.2,6.1,1.5,Declined,Yes,High
U0536,40,Male,Student,Undergraduate,Lower-Middle,In a Relationship,With Family,Europe,Replika,Productivity/Work,1.47,1.51,1.64,5.41,3,5.8,3.7,6.9,No,5.7,5.4,5.3,7.8,4.1,6.5,4.4,Same,No,Moderate
U0537,40,Male,Unemployed,Undergraduate,Upper-Middle,Single,Alone,Asia,Replika,Productivity/Work,2.41,1.34,4.85,8.85,0,7.0,4.6,3.3,No,5.4,6.8,4.4,5.1,5.9,8.1,4.4,Declined,No,High
U0538,36,Prefer not to say,Unemployed,Undergraduate,Upper-Middle,Divorced/Separated,With Family,North America,Claude,Productivity/Work,1.09,5.26,0.87,5.67,4,1.4,4.9,5.6,No,6.1,7.5,7.1,3.2,3.1,3.4,7.5,Improved,No,Low
U0539,31,Male,Unemployed,Graduate,Lower-Middle,In a Relationship,With Family,Asia,ChatGPT,Entertainment,2.12,1.97,3.77,7.94,5,5.6,4.4,7.5,No,5.2,5.8,5.6,6.8,6.1,4.0,4.3,Same,No,Low
U0540,34,Male,Student,Postgraduate,Lower-Middle,In a Relationship,With Family,Europe,Character.AI,Entertainment,0.23,6.65,1.88,2.88,9,1.5,1.0,10.0,No,6.9,9.2,7.7,1.0,2.0,3.4,10.0,Improved,No,Low
U0541,24,Female,Employed Full-Time,High School,Lower-Middle,Single,Alone,Europe,Character.AI,Entertainment,1.11,4.26,2.69,4.81,3,3.8,2.1,9.8,No,4.7,6.5,3.0,4.6,3.0,6.2,6.8,Improved,No,Low
U0542,20,Male,Freelancer,High School,Upper-Middle,In a Relationship,Alone,North America,ChatGPT,Entertainment,0.0,5.46,0.22,4.51,5,1.0,3.1,6.5,No,7.7,9.5,6.8,2.3,1.0,3.3,9.8,Improved,No,Low
U0543,29,Non-binary,Employed Part-Time,Postgraduate,Low,Single,With Family,Europe,Character.AI,Companionship,2.08,5.18,0.0,3.66,5,1.0,2.8,8.6,No,7.7,8.5,7.2,2.4,2.6,1.3,9.0,Same,No,Low
U0544,36,Female,Student,Graduate,Upper-Middle,Single,Alone,Asia,ChatGPT,Productivity/Work,0.48,5.49,0.0,1.0,4,2.3,1.4,8.4,No,8.8,7.5,7.9,2.2,1.9,4.1,5.8,Improved,No,Low
U0545,25,Male,Student,Graduate,Low,Single,With Partner,Europe,ChatGPT,Productivity/Work,3.03,2.1,5.01,9.44,5,8.2,5.2,4.7,No,7.4,4.8,3.5,4.9,6.2,6.8,4.6,Declined,No,Moderate
U0546,42,Male,Employed Full-Time,High School,Upper-Middle,Married,With Family,North America,ChatGPT,Productivity/Work,1.73,4.2,2.06,3.96,7,2.9,4.2,5.8,No,6.4,9.0,3.4,2.9,4.8,5.8,6.3,Same,No,Low
U0547,19,Female,Unemployed,Undergraduate,Upper-Middle,Single,With Family,North America,ChatGPT,Entertainment,1.69,2.83,1.43,6.03,1,6.0,5.6,7.6,No,6.8,8.8,2.6,5.3,5.3,5.2,5.6,Same,No,Moderate
U0548,15,Non-binary,Employed Full-Time,Graduate,Low,Single,With Family,Europe,Replika,Productivity/Work,1.09,4.36,1.18,2.32,3,5.7,3.7,7.0,No,8.1,6.2,5.7,3.4,3.7,3.8,6.6,Same,No,Low
U0549,22,Female,Employed Full-Time,Graduate,Low,In a Relationship,Alone,Asia,Replika,Companionship,0.66,3.46,3.75,5.01,0,10.0,6.2,1.6,Yes,5.8,5.6,1.7,8.1,4.9,6.4,1.4,Declined,Yes,High
U0550,35,Female,Student,Undergraduate,Low,Married,With Roommates,Europe,Other/Multiple,Productivity/Work,0.65,4.16,2.11,4.77,4,6.3,5.9,4.9,No,7.2,5.5,4.2,6.4,3.8,6.4,6.1,Same,No,Moderate
U0551,42,Male,Employed Full-Time,High School,Upper-Middle,Single,With Family,Europe,Replika,Learning,2.09,4.33,0.83,6.03,3,6.7,5.1,4.0,No,6.3,5.7,2.4,3.6,3.9,5.9,5.2,Same,No,Moderate
U0552,26,Prefer not to say,Employed Part-Time,Undergraduate,Upper-Middle,In a Relationship,With Roommates,Asia,ChatGPT,Companionship,0.0,3.93,2.79,4.72,5,4.2,2.9,7.0,No,7.4,6.2,4.4,4.2,3.7,2.5,4.5,Same,No,Low
U0553,26,Male,Student,Undergraduate,Low,Single,With Family,Asia,Claude,Therapy-Substitute,3.05,2.67,3.98,7.78,3,7.5,8.0,4.9,Yes,6.3,5.7,3.3,9.3,8.2,9.0,4.3,Declined,No,High
U0554,19,Non-binary,Employed Part-Time,Undergraduate,Upper-Middle,Single,Alone,Asia,Claude,Productivity/Work,3.62,2.42,5.56,11.37,3,8.7,4.9,3.1,Yes,5.8,4.9,2.9,5.9,8.4,8.5,2.3,Declined,Yes,High
U0555,21,Female,Freelancer,Postgraduate,Lower-Middle,Single,With Roommates,Africa,Character.AI,Companionship,2.12,3.74,3.6,7.25,2,6.4,5.0,5.7,No,8.0,7.4,5.2,5.9,5.0,6.9,5.6,Same,No,Low
U0556,18,Female,Student,Undergraduate,Lower-Middle,Married,With Family,Europe,Character.AI,Productivity/Work,1.22,3.84,0.0,4.35,5,3.9,3.6,5.9,No,6.6,8.6,2.6,4.0,1.7,5.4,6.8,Declined,No,Low
U0557,20,Female,Employed Full-Time,Graduate,High,Single,Alone,Asia,Other/Multiple,Entertainment,0.17,5.35,2.3,5.32,4,3.0,1.0,10.0,No,8.2,8.4,5.8,2.4,2.3,1.1,6.9,Same,No,Low
U0558,27,Male,Student,High School,Lower-Middle,Single,With Family,North America,Character.AI,Productivity/Work,1.66,3.84,2.84,5.96,8,6.5,1.0,9.3,No,9.2,7.7,4.3,1.9,2.7,3.9,5.6,Same,No,Low
U0559,34,Male,Employed Part-Time,Graduate,Lower-Middle,Single,With Roommates,Europe,Other/Multiple,Entertainment,0.0,4.69,0.0,2.78,7,1.0,1.0,10.0,No,8.8,10.0,5.1,2.5,1.0,2.0,10.0,Improved,No,Low
U0560,44,Male,Employed Full-Time,Postgraduate,Low,Married,With Family,South America,ChatGPT,Productivity/Work,0.47,4.3,1.16,3.9,3,3.1,2.5,9.9,No,6.9,7.7,4.0,1.9,3.1,1.8,7.0,Same,No,Low
U0561,29,Male,Employed Full-Time,High School,Low,Single,With Partner,Asia,ChatGPT,Companionship,1.86,4.23,3.27,8.49,3,5.7,5.7,4.6,No,7.1,5.9,2.2,6.0,4.5,4.2,4.9,Same,No,Moderate
U0562,17,Female,Employed Part-Time,High School,Lower-Middle,Single,With Family,Asia,Character.AI,Learning,1.53,4.29,1.44,5.7,4,5.0,6.4,4.3,Yes,9.2,5.6,4.6,4.3,1.6,5.8,6.2,Same,No,Moderate
U0563,37,Male,Student,Undergraduate,Low,Single,With Partner,South America,Character.AI,Productivity/Work,4.3,0.19,4.58,11.43,2,10.0,10.0,2.4,Yes,5.4,3.9,1.8,9.8,7.7,9.9,1.0,Declined,Yes,High
U0564,22,Male,Unemployed,High School,Upper-Middle,Single,With Family,Asia,Claude,Therapy-Substitute,1.91,4.0,3.13,8.37,7,4.3,1.9,6.6,No,8.0,8.3,5.8,2.6,3.1,7.2,6.2,Same,No,Low
U0565,34,Non-binary,Employed Full-Time,Graduate,Lower-Middle,In a Relationship,With Roommates,Asia,Other/Multiple,Entertainment,1.37,5.19,2.57,5.96,5,4.2,3.1,6.1,No,7.3,8.8,5.0,2.1,2.9,3.9,6.7,Declined,No,Low
U0566,30,Female,Student,Postgraduate,Lower-Middle,In a Relationship,With Family,Africa,Character.AI,Productivity/Work,2.58,2.38,2.9,6.7,2,7.0,5.5,4.0,No,6.5,5.4,3.0,7.0,5.0,4.8,6.1,Declined,No,High
U0567,27,Non-binary,Employed Full-Time,Undergraduate,Low,Single,With Partner,Europe,ChatGPT,Entertainment,0.05,4.7,1.6,3.85,8,1.3,1.0,7.8,No,8.3,8.7,6.4,1.0,1.0,1.5,8.6,Improved,No,Low
U0568,32,Prefer not to say,Employed Part-Time,Undergraduate,Lower-Middle,Single,With Family,Asia,Claude,Companionship,0.0,7.89,1.32,2.97,7,1.1,2.6,6.7,No,7.1,8.6,6.8,1.1,1.5,3.5,9.8,Same,No,Low
U0569,42,Male,Student,Undergraduate,Upper-Middle,Single,With Family,Asia,Character.AI,Productivity/Work,1.61,3.1,3.43,7.64,3,5.0,6.6,4.8,No,6.9,4.5,0.0,6.5,3.7,5.7,4.7,Declined,Yes,Moderate
U0570,24,Male,Unemployed,Graduate,High,Single,Alone,Asia,ChatGPT,Companionship,1.24,3.05,1.79,5.09,6,5.1,3.2,7.0,Yes,6.0,6.5,4.1,2.3,6.7,4.8,5.0,Same,Yes,Low
U0571,44,Female,Unemployed,High School,Low,Single,With Family,Asia,Character.AI,Entertainment,0.62,4.36,2.32,5.34,3,7.0,4.8,8.2,No,6.8,8.1,4.7,5.6,2.2,3.9,5.6,Improved,No,Low
U0572,33,Female,Student,Undergraduate,High,Married,With Family,South America,Replika,Companionship,1.03,4.95,0.79,2.62,5,2.6,1.3,9.0,No,9.4,6.4,7.8,2.8,1.5,4.8,8.8,Same,No,Low
U0573,31,Male,Freelancer,Undergraduate,Lower-Middle,Divorced/Separated,With Partner,North America,Replika,Entertainment,1.14,2.19,0.8,4.44,1,4.3,1.8,6.3,Yes,6.8,5.4,2.0,5.9,5.0,6.3,6.5,Declined,No,Low
U0574,38,Female,Student,Undergraduate,Lower-Middle,Divorced/Separated,With Partner,Europe,Character.AI,Learning,0.36,4.98,1.41,2.48,7,5.5,1.1,9.3,No,6.7,7.5,3.2,3.5,1.8,2.6,6.9,Declined,No,Low
U0575,33,Male,Student,High School,Lower-Middle,Married,With Family,Africa,ChatGPT,Productivity/Work,2.35,4.9,2.45,7.76,3,5.2,5.2,6.5,No,7.2,4.8,0.5,5.3,5.9,4.5,6.3,Declined,No,Low
U0576,42,Male,Student,Graduate,Low,In a Relationship,With Partner,North America,Other/Multiple,Productivity/Work,0.0,5.04,1.48,4.44,8,3.6,2.6,7.9,No,7.3,8.8,3.3,1.0,1.4,2.2,7.0,Improved,No,Low
U0577,40,Female,Unemployed,High School,Low,In a Relationship,Alone,Asia,Replika,Productivity/Work,1.59,2.14,3.53,7.47,3,3.7,6.1,7.6,No,7.2,6.4,4.0,5.5,2.5,2.5,6.1,Same,No,Low
U0578,37,Female,Employed Full-Time,High School,Upper-Middle,Single,With Family,North America,Character.AI,Productivity/Work,3.35,2.11,3.87,9.54,1,9.5,9.8,3.1,No,4.5,4.2,0.5,8.9,9.0,7.5,1.6,Declined,Yes,High
U0579,40,Female,Student,Graduate,Lower-Middle,In a Relationship,With Roommates,Africa,ChatGPT,Productivity/Work,1.14,5.07,1.71,4.63,5,5.7,5.1,6.8,Yes,8.0,6.9,3.4,3.1,1.0,2.2,7.9,Same,No,Low
U0580,19,Male,Employed Full-Time,Graduate,High,In a Relationship,With Roommates,South America,Replika,Therapy-Substitute,1.78,3.56,3.13,6.31,3,4.9,4.9,4.7,Yes,7.2,7.3,4.2,4.1,4.4,5.9,6.8,Improved,No,Low
U0581,40,Female,Employed Full-Time,High School,Lower-Middle,In a Relationship,With Partner,Asia,ChatGPT,Learning,1.2,3.64,1.54,4.73,5,4.7,5.1,4.1,No,6.2,7.0,5.1,4.5,5.1,5.9,5.6,Same,No,Moderate
U0582,35,Male,Student,High School,Low,Married,With Family,Europe,ChatGPT,Learning,1.75,6.07,2.83,8.56,6,3.6,6.2,6.7,No,7.2,3.2,3.8,5.1,1.6,4.9,5.0,Declined,No,Low
U0583,44,Male,Unemployed,High School,Upper-Middle,Single,With Roommates,Europe,Character.AI,Entertainment,2.46,2.83,2.56,7.25,6,7.0,6.2,5.7,No,8.4,3.9,3.5,6.2,4.5,6.0,5.1,Same,No,Moderate
U0584,37,Female,Employed Part-Time,Undergraduate,Lower-Middle,Single,With Family,Africa,ChatGPT,Learning,1.61,2.6,2.51,4.78,5,4.6,6.4,6.3,No,6.1,6.5,4.3,7.0,2.6,6.7,5.3,Improved,Yes,Low
U0585,23,Non-binary,Employed Full-Time,High School,Lower-Middle,Married,With Family,Asia,Character.AI,Productivity/Work,2.57,3.72,3.54,6.4,2,7.0,4.3,6.6,No,7.5,6.4,0.9,3.8,4.6,6.4,5.1,Same,No,Moderate
U0586,26,Female,Freelancer,High School,Upper-Middle,Single,With Family,North America,ChatGPT,Therapy-Substitute,2.36,4.77,1.95,4.87,2,4.8,1.2,5.2,No,7.5,6.7,4.4,5.0,6.3,7.1,5.9,Same,Yes,Moderate
U0587,35,Female,Student,Undergraduate,High,In a Relationship,With Partner,South America,Replika,Learning,0.89,4.42,3.39,5.9,6,5.6,5.5,3.4,Yes,7.3,7.9,3.8,4.6,4.5,5.5,7.5,Same,No,Moderate
U0588,15,Female,Freelancer,Graduate,Upper-Middle,Married,With Roommates,North America,ChatGPT,Productivity/Work,2.64,1.77,0.33,6.23,3,5.5,4.4,7.1,No,8.0,7.5,4.2,5.4,3.3,6.4,5.9,Same,No,Moderate
U0589,40,Female,Employed Full-Time,Undergraduate,Upper-Middle,In a Relationship,With Roommates,North America,ChatGPT,Learning,0.0,5.33,0.0,1.0,8,1.5,1.0,10.0,No,8.0,10.0,5.3,2.8,1.0,2.0,9.8,Same,No,Low
U0590,40,Male,Employed Full-Time,Graduate,Upper-Middle,In a Relationship,Alone,Asia,ChatGPT,Productivity/Work,6.52,2.26,2.81,12.75,0,10.0,9.3,1.2,No,5.3,1.0,0.5,10.0,8.2,9.3,3.9,Declined,No,High
U0591,15,Male,Student,High School,High,Single,With Family,Asia,Other/Multiple,Therapy-Substitute,2.21,3.53,2.06,6.46,5,8.5,6.4,2.6,Yes,6.6,7.3,3.7,6.7,5.4,7.1,3.6,Same,No,High
U0592,29,Male,Unemployed,Postgraduate,Lower-Middle,Single,With Family,Asia,Claude,Entertainment,0.79,3.84,3.38,6.65,6,1.4,3.0,8.3,No,6.9,7.5,7.6,4.0,2.1,4.0,8.1,Improved,No,Low
U0593,16,Male,Employed Full-Time,Graduate,Low,Married,With Family,Africa,ChatGPT,Learning,2.36,4.99,2.71,7.53,4,5.3,5.7,4.1,No,7.3,6.1,1.2,6.2,4.9,4.7,5.9,Same,No,High
U0594,44,Female,Student,Graduate,Lower-Middle,In a Relationship,With Family,Asia,Replika,Companionship,0.0,6.45,0.43,3.02,9,3.0,1.0,6.7,No,7.6,10.0,6.5,3.3,2.1,1.7,8.5,Improved,No,Low
U0595,36,Female,Student,Graduate,Low,In a Relationship,With Roommates,North America,Character.AI,Entertainment,0.92,4.25,2.79,5.29,6,2.8,2.4,7.0,No,9.0,4.9,6.4,3.2,1.9,4.2,7.0,Same,No,Low
U0596,30,Male,Employed Full-Time,Postgraduate,Upper-Middle,Single,Alone,Europe,Other/Multiple,Productivity/Work,0.73,6.51,1.94,2.33,7,1.0,1.7,9.2,No,7.6,8.9,3.9,1.0,1.0,1.0,7.8,Improved,No,Low
U0597,39,Male,Employed Full-Time,Undergraduate,Upper-Middle,Single,With Family,Asia,ChatGPT,Companionship,1.18,6.06,1.23,3.82,3,4.0,4.5,6.0,No,5.8,7.8,3.8,3.0,3.3,4.5,6.5,Same,No,Moderate
U0598,22,Female,Employed Full-Time,High School,Lower-Middle,Divorced/Separated,With Family,North America,Replika,Entertainment,0.0,4.69,3.42,4.53,5,1.4,2.0,9.7,No,9.1,8.6,6.3,1.1,1.0,1.1,6.8,Improved,No,Low
U0599,27,Male,Unemployed,Undergraduate,Low,Single,With Family,Europe,ChatGPT,Therapy-Substitute,1.08,4.13,3.16,6.56,3,1.0,5.0,4.2,No,6.1,6.9,6.5,5.2,3.8,5.0,7.4,Same,Yes,Moderate
U0600,35,Female,Student,Graduate,Upper-Middle,In a Relationship,Alone,South America,Character.AI,Therapy-Substitute,3.64,5.24,3.58,9.44,1,5.2,7.0,4.7,Yes,5.4,6.1,6.4,5.7,6.1,5.2,6.8,Same,Yes,High
U0601,15,Female,Employed Part-Time,Graduate,Lower-Middle,Single,With Partner,Europe,Other/Multiple,Productivity/Work,0.04,5.56,2.17,3.94,5,1.0,2.5,7.0,No,7.9,8.2,3.1,3.4,1.0,4.5,7.2,Same,No,Low
U0602,30,Female,Student,Undergraduate,Upper-Middle,In a Relationship,With Roommates,Europe,Character.AI,Productivity/Work,2.67,3.07,3.16,9.58,5,6.7,4.0,5.4,No,8.1,6.9,3.4,5.4,2.1,5.8,7.0,Same,No,Moderate
U0603,43,Female,Unemployed,High School,Lower-Middle,Married,With Roommates,Asia,ChatGPT,Therapy-Substitute,0.0,5.21,1.0,2.36,7,4.2,3.5,8.1,No,8.3,9.6,5.4,2.7,6.0,3.6,7.3,Same,No,Low
U0604,21,Female,Employed Part-Time,Undergraduate,Lower-Middle,In a Relationship,Alone,Africa,ChatGPT,Productivity/Work,3.1,4.81,5.12,8.0,3,6.5,4.5,6.4,No,6.1,6.3,4.2,5.9,4.3,5.4,5.0,Same,No,High
U0605,19,Male,Employed Full-Time,Postgraduate,Low,Single,With Family,Asia,Replika,Companionship,1.25,3.74,1.53,4.9,9,3.6,2.9,7.8,No,7.6,8.9,5.1,4.1,4.3,5.1,6.5,Same,No,Low
U0606,36,Female,Employed Full-Time,Undergraduate,Low,In a Relationship,With Family,Europe,Replika,Learning,2.34,3.1,4.25,9.78,5,7.4,6.6,5.2,No,6.2,4.0,1.6,5.1,5.6,7.4,5.5,Same,No,High
U0607,43,Female,Student,Undergraduate,Upper-Middle,Married,With Partner,Asia,ChatGPT,Productivity/Work,0.0,5.75,0.21,2.5,7,1.0,1.0,9.6,No,9.8,10.0,4.7,2.0,1.0,1.8,8.7,Same,No,Low
U0608,37,Male,Employed Full-Time,Undergraduate,High,Single,With Roommates,Africa,Other/Multiple,Entertainment,0.0,4.47,0.84,2.49,7,4.3,3.3,8.6,No,7.3,8.9,2.9,1.8,2.7,4.9,8.9,Improved,No,Low
U0609,17,Female,Employed Part-Time,Undergraduate,Upper-Middle,Married,With Family,Europe,ChatGPT,Productivity/Work,0.0,5.46,3.29,5.53,5,2.7,2.5,9.6,No,7.9,9.8,2.3,4.0,1.8,2.9,8.1,Same,No,Low
U0610,26,Female,Employed Full-Time,Graduate,Low,In a Relationship,Alone,Europe,ChatGPT,Productivity/Work,2.62,3.68,2.59,9.05,4,6.5,5.5,8.0,No,7.0,4.7,1.4,5.1,4.2,5.6,5.6,Same,No,Low
U0611,40,Female,Student,Graduate,Lower-Middle,Married,Alone,Asia,Other/Multiple,Productivity/Work,2.35,4.03,3.02,6.5,3,7.3,5.9,6.5,No,5.6,6.8,5.1,5.7,5.1,5.3,3.2,Declined,No,High
U0612,30,Female,Employed Full-Time,Graduate,Upper-Middle,In a Relationship,With Roommates,North America,ChatGPT,Productivity/Work,0.97,4.83,3.06,6.07,2,6.3,7.4,5.4,No,6.6,4.9,4.7,2.9,5.1,5.0,5.5,Improved,No,Low
U0613,33,Female,Employed Part-Time,Undergraduate,Upper-Middle,Single,With Partner,Europe,ChatGPT,Productivity/Work,0.64,3.29,4.59,7.9,6,4.3,5.0,8.5,Yes,7.2,10.0,5.4,4.3,2.1,3.4,5.6,Same,No,Low
U0614,19,Female,Student,Undergraduate,Low,Single,Alone,Europe,Character.AI,Productivity/Work,0.0,7.14,1.87,4.13,8,1.0,1.0,10.0,No,10.0,10.0,7.0,1.0,1.0,1.1,10.0,Improved,No,Low
